algorithm,algorithm_version,suite,suite_version,dimension,function_set,n_runs,pairing_design,seed_policy,seed_schedule_path,max_fes,stopping_rule,parameter_file,boundary_handling,evidence_release_id,raw_path,raw_checksum,source_type,environment_id,fp_sentinel,commit_sha,completeness,comparability_status,notes,function_set_hash
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D26.csv,sha256:02895e77d8106ce784401b52721ab6927e9377c1de232a5eef28ebaa28e6a6ad,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6f4b6612125fb3a0
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D30.csv,sha256:5bb4e1970f9fbe913e5f3dbdf4dfc99832c488894ac8a28f6be185a59a69d827,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8b0c13a8001ea720
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D40.csv,sha256:8a4b92c8d446de94037affb1098880de5c5252966bc6902dfdc095a46a79d940,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,b17ef6d19c7a5b1e
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D96.csv,sha256:cd9939070198366b7c2d2d5867b1a58df3ee7e60ffa501d30ac08bc56236e35f,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,ec33daf5c3c3999f
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D120.csv,sha256:a923a1a1adc556801e2d93d2689c80f977eb5129cd51b8088ad903d63009bd5d,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4fc82b26aecb47d2
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D126.csv,sha256:9ae52e85ebef902687a8e6671a34ab90f33f94827c6332ae1df9a838dda2cd71,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,19581e27de7ced00
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D140.csv,sha256:b026b617f328fdbbe297e4c8d50232f0530b396015f975e2e5238c7f44b566ea,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4523540f1504cd17
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D240.csv,sha256:97bf680e96b0c7097e3d9c4bef9c1e7c33d851fe4a14b93b273cda5a3b2e05ff,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6b51d431df5d7f14
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011.csv,sha256:0bfbcbc9856cf20bd0a952300afb97e9df9ddb0355766e6389f5e8ca90d7c00b,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D1.csv,sha256:5cc0ee9fbaee004cbe324722c4f75d5473b6348d1ff1e83d01a9d22de8850e6e,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,5cc3ec012284b76c
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D6.csv,sha256:98d91a238649166f7911591feb6232eff1d203b8a3a0b8f2a867e123450626c3,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,30af9585eca8901c
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,2c624232cdd22177
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D12.csv,sha256:ca3db7efcca2c3dd23eada72492a26836edb79b75c7c689d9b2b6ff7742e3a0d,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,4a44dc15364204a8
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D13.csv,sha256:11142d0c40334042905b2acd250ae2d86d2be202b9b47f17cae4c92bb868efc8,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,8527a891e2241369
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D15.csv,sha256:40bd8c8a77295f8a08f43f9d4818d238f4a22f7ede739a5f90ef42defccfaad1,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,e629fa6598d73276
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D20.csv,sha256:fb4033ac1d84d3543bd15d1416c6b44f2cbd935c138280d4a55806c870a59282,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,7902699be42c8a8e
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D22.csv,sha256:63fcd6e7e60e5c2ce2ea7faba599680c01939de4d8928097db1608a50733f117,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,785f3ec7eb32f30b
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D26.csv,sha256:9f7a01f9e6127f11021dc7c9a18e96801f7f6ff6d140159fe0977548460845ab,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,6f4b6612125fb3a0
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D30.csv,sha256:cefc2b846fa682c5fba61316b956f5c781680bebee643dd37ea67466c807c931,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,8b0c13a8001ea720
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D40.csv,sha256:ad95f5b19625a386459cc8c5cef8f6b25b1419910455c1cf64aebae5e5c893e5,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,b17ef6d19c7a5b1e
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D96.csv,sha256:ff3a8695568fd4b820351de80a2c1f008398aa059106dbfa2cc53a9854da9ab5,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,ec33daf5c3c3999f
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D120.csv,sha256:398275d3dd2646dc1cada09a753e5bd3bca16e42ecbf2f1ec240559edc0b08bd,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,4fc82b26aecb47d2
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D126.csv,sha256:e9be132e6a0e033398030e5f0304510b63d1daf3d963e8a52d6679ae8d40e247,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,19581e27de7ced00
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D140.csv,sha256:d351c3ba4407fac8a41b11146701937f22d0324094debe31514999529672c42a,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,4523540f1504cd17
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011_D240.csv,sha256:f5adb3eff5a450614704aca863d9a699ff8d979dfab3237dae8d36dcdfa9e71e,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,6b51d431df5d7f14
egsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/egsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/egsk/egsk_cec2011.csv,sha256:0ed2fdcdef830df319e6dfaf2427612db198b8a3d2aae10fe0258492f952ae0b,local-python-runner(per environment.json),sha256:42cc9c6e22e1,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
