file,in_build,start_line,section,scientific_paragraph,claim_ids_anchored,bind_tokens,numbers_found,non_protocol_numbers,binding_status,excerpt
supplementary.tex,yes,2621,Run-Level Paired Wilcoxon (Registered Confirmatory Layer),yes,,AN-PWRUN-LSGO-NATIVE (wilcoxon_run_cec2013lsgo_native.csv),25; 15; 15; 10; 25; 3; 0.0202; 3.02E-05; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 3.61E-04; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 4.17E-06; 8.94E-07; 0.0160; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 3.27E-05; 1.07E-04; 2.38E-06; 2.09E-06; 8.94E-07; 1.79E-06; 0.1334; 1.62E-04; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 2.98E-06; 0.0029; 8.94E-07; 0.0036; 0.5424; 0.0056; 9.58E-05; 8.94E-07; 0.9158; 1.67E-05; 8.94E-07; 0.0056; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 0.0473; 8.94E-07; 0.0023; 8.94E-07; 0.8325; 8.94E-07; 8.94E-07; 0.0038; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 9.83E-06; 1.67E-05; 8.94E-07; 8.94E-07,25; 15; 15; 25; 0.0202; 3.02E-05; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 3.61E-04; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 4.17E-06; 8.94E-07; 0.0160; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 3.27E-05; 1.07E-04; 2.38E-06; 2.09E-06; 8.94E-07; 1.79E-06; 0.1334; 1.62E-04; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 2.98E-06; 0.0029; 8.94E-07; 0.0036; 0.5424; 0.0056; 9.58E-05; 8.94E-07; 0.9158; 1.67E-05; 8.94E-07; 0.0056; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 0.0473; 8.94E-07; 0.0023; 8.94E-07; 0.8325; 8.94E-07; 8.94E-07; 0.0038; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 8.94E-07; 9.83E-06; 1.67E-05; 8.94E-07; 8.94E-07,BOUND,\begin{table}[p] \caption{Registered confirmatory layer on CEC2013LSGO: per-function run-level Wilcoxon over the 25 seed
supplementary.tex,yes,2664,Effect Sizes,yes,,AN-EFF-LSGO-NATIVE (effect_sizes_cec2013lsgo_native.csv:,"12; 25; 95; 10,000; 90; 25; 86; 90; 52; 12; 0; 1; 85; 90; 12; 0.5885; 0.6097; 0.7830; 0.7060; 0.4988; 0.7261; 12; 0.1456; 2.40; 10; 6; 10; 6; 4.23; 10; 6",25; 90; 25; 86; 90; 52; 0; 85; 90; 0.5885; 0.6097; 0.7830; 0.7060; 0.4988; 0.7261; 0.1456; 2.40; 4.23,BOUND,Table~\ref{tab:supp:lsgo:effects} reports the registered effect-size layer: run-level $A_{12}$ and Cliff's $\delta$ over
supplementary.tex,yes,2688,Effect Sizes,yes,,AN-EFF-LSGO-NATIVE (effect_sizes_cec2013lsgo_native.csv,"12; 25; 10; 12; 0.5; 0; 95; 10,000; 12; 0.00; 1.00; 0.15; 0.12; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.13; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.90; 0.80; 0.00; 0.72; 0.44; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.89; 0.79; 0.11; 0.96; 0.92; 0.95; 0.90; 0.95; 0.90; 0.98; 0.96; 0.34; 0.84; 0.68; 0.00; 0.00; 0.00; 0.00; 0.00; 0.03; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.90; 0.79; 0.21; 0.98; 0.97; 0.78; 0.56; 0.41; 0.81; 0.62; 0.86; 0.71; 0.97; 0.95; 0.45; 0.06; 1.00; 1.00; 0.72; 0.45; 1.00; 0.99; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 0.28; 0.00; 0.25; 0.01; 0.49; 1.00; 1.00; 1.00; 1.00; 0.23; 1.00; 1.00; 0.93; 0.86; 1.00; 1.00; 1.00; 1.00; 0.00; 0.00; 0.13; 0.11; 0.00; 0.01",25; 0.5; 0; 0.00; 1.00; 0.15; 0.12; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.13; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.90; 0.80; 0.00; 0.72; 0.44; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.89; 0.79; 0.11; 0.96; 0.92; 0.95; 0.90; 0.95; 0.90; 0.98; 0.96; 0.34; 0.84; 0.68; 0.00; 0.00; 0.00; 0.00; 0.00; 0.03; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.90; 0.79; 0.21; 0.98; 0.97; 0.78; 0.56; 0.41; 0.81; 0.62; 0.86; 0.71; 0.97; 0.95; 0.45; 0.06; 1.00; 1.00; 0.72; 0.45; 1.00; 0.99; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 0.00; 1.00; 1.00; 0.28; 0.00; 0.25; 0.01; 0.49; 1.00; 1.00; 1.00; 1.00; 0.23; 1.00; 1.00; 0.93; 0.86; 1.00; 1.00; 1.00; 1.00; 0.00; 0.00; 0.13; 0.11; 0.00; 0.01,BOUND,\begin{table}[p] \caption{Run-level effect sizes on CEC2013LSGO: $A_{12}$/Cliff's $\delta$ for \dtgsk{} against each fam
supplementary.tex,yes,2728,Per-Function Detail,yes,,descriptive_stats_cec2013lsgo_native.csv (105 rows = 15 x 7),25; 15,25; 15,BOUND,Tables~\ref{tab:supp:lsgo-detail-a} and \ref{tab:supp:lsgo-detail-b} report the five-statistic per-function record (best
supplementary.tex,yes,2737,Per-Function Detail,yes,,descriptive_stats_cec2013lsgo_native.csv,25; 7; 1000; 905; 6.70E+05; 5.40E+05; 1.52E+07; 1.06E+07; 1.01E+04; 2.00E+07; 4.39E+06; 1.74E+06; 2.25E+06; 5.33E+07; 3.62E+07; 2.14E+04; 9.23E+07; 6.26E+06; 4.24E+06; 3.00E+06; 9.61E+07; 5.96E+07; 2.16E+04; 3.26E+08; 6.64E+06; 3.46E+07; 7.58E+06; 3.90E+08; 3.14E+08; 4.30E+04; 1.40E+09; 9.76E+06; 7.22E+06; 2.23E+06; 1.01E+08; 6.88E+07; 8.18E+03; 4.12E+08; 1.63E+06; 2.01E+04; 1.25E+04; 1.48E+04; 6.46E+03; 3.48E+02; 2.45E+04; 9.08E+03; 2.15E+04; 1.31E+04; 1.59E+04; 7.95E+03; 4.08E+02; 2.87E+04; 9.79E+03; 2.16E+04; 1.32E+04; 1.59E+04; 8.34E+03; 4.11E+02; 2.84E+04; 9.70E+03; 2.31E+04; 1.38E+04; 1.68E+04; 1.32E+04; 4.61E+02; 3.08E+04; 1.01E+04; 7.30E+02; 3.39E+02; 5.08E+02; 1.38E+03; 3.09E+01; 1.80E+03; 3.11E+02; 2.16E+01; 2.13E+01; 2.13E+01; 2.04E+01; 2.00E+01; 2.03E+01; 2.05E+01; 2.16E+01; 2.13E+01; 2.13E+01; 2.11E+01; 2.00E+01; 2.06E+01; 2.05E+01; 2.16E+01; 2.13E+01; 2.13E+01; 2.10E+01; 2.00E+01; 2.06E+01; 2.05E+01; 2.16E+01; 2.14E+01; 2.13E+01; 2.13E+01; 2.00E+01; 2.08E+01; 2.06E+01; 8.06E-03; 7.82E-03; 6.12E-03; 2.81E-01; 8.36E-04; 1.10E-01; 2.29E-02; 1.30E+10; 3.44E+09; 1.01E+10; 7.48E+09; 1.42E+10; 5.28E+10; 1.05E+09; 2.88E+10; 5.94E+09; 1.66E+10; 1.17E+10; 3.68E+10; 8.28E+10; 1.36E+09; 3.34E+10; 6.50E+09; 1.71E+10; 1.32E+10; 3.98E+10; 9.40E+10; 1.41E+09; 7.77E+10; 1.16E+10; 3.39E+10; 2.11E+10; 8.69E+10; 1.90E+11; 1.91E+09; 1.51E+10; 2.14E+09; 4.83E+09; 4.18E+09; 1.79E+10; 3.92E+10; 2.37E+08; 1.32E+06; 5.81E+06; 9.89E+06; 3.34E+06; 2.53E+06; 1.47E+06; 2.29E+06; 1.82E+06; 6.79E+06; 1.07E+07; 6.75E+06; 3.62E+06; 2.23E+06; 2.72E+06; 1.82E+06; 6.83E+06; 1.07E+07; 6.54E+06; 3.61E+06; 2.14E+06; 2.71E+06; 2.24E+06; 7.82E+06; 1.19E+07; 8.57E+06; 5.29E+06; 3.03E+06; 3.31E+06; 2.66E+05; 5.38E+05; 5.47E+05; 1.04E+06; 6.93E+05; 4.13E+05; 2.62E+05; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.05E+06; 1.04E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.35E+03; 1.12E+03; 1.34E+03; 1.14E+03; 3.11E+03; 1.93E+03; 3.91E+03; 9.42E+06; 6.70E+06; 3.07E+07; 1.48E+07; 2.44E+07; 2.33E+07; 1.11E+08; 2.81E+07; 1.30E+07; 4.09E+07; 2.59E+07; 4.88E+07; 4.33E+07; 1.67E+08; 3.05E+07; 1.47E+07; 4.20E+07; 2.85E+07; 5.00E+07; 5.21E+07; 1.76E+08; 9.86E+07; 2.77E+07; 5.87E+07; 5.01E+07; 8.74E+07; 1.86E+08; 3.29E+08; 1.85E+07; 5.58E+06; 8.22E+06; 1.05E+07; 1.68E+07; 3.45E+07; 4.41E+07; 2.71E+11; 8.47E+12; 1.55E+13; 1.11E+13; 1.99E+13; 2.29E+13; 2.37E+10; 6.98E+12; 2.89E+13; 5.33E+13; 3.79E+13; 4.01E+13; 8.41E+13; 3.43E+10; 9.69E+12; 3.57E+13; 6.04E+13; 4.70E+13; 5.41E+13; 9.66E+13; 3.42E+10; 3.35E+13; 9.53E+13; 1.23E+14; 1.34E+14; 2.46E+14; 3.30E+14; 4.51E+10; 8.90E+12; 2.24E+13; 3.12E+13; 2.90E+13; 4.61E+13; 6.28E+13; 5.51E+09,25; 1000; 905; 6.70E+05; 5.40E+05; 1.52E+07; 1.06E+07; 1.01E+04; 2.00E+07; 4.39E+06; 1.74E+06; 2.25E+06; 5.33E+07; 3.62E+07; 2.14E+04; 9.23E+07; 6.26E+06; 4.24E+06; 3.00E+06; 9.61E+07; 5.96E+07; 2.16E+04; 3.26E+08; 6.64E+06; 3.46E+07; 7.58E+06; 3.90E+08; 3.14E+08; 4.30E+04; 1.40E+09; 9.76E+06; 7.22E+06; 2.23E+06; 1.01E+08; 6.88E+07; 8.18E+03; 4.12E+08; 1.63E+06; 2.01E+04; 1.25E+04; 1.48E+04; 6.46E+03; 3.48E+02; 2.45E+04; 9.08E+03; 2.15E+04; 1.31E+04; 1.59E+04; 7.95E+03; 4.08E+02; 2.87E+04; 9.79E+03; 2.16E+04; 1.32E+04; 1.59E+04; 8.34E+03; 4.11E+02; 2.84E+04; 9.70E+03; 2.31E+04; 1.38E+04; 1.68E+04; 1.32E+04; 4.61E+02; 3.08E+04; 1.01E+04; 7.30E+02; 3.39E+02; 5.08E+02; 1.38E+03; 3.09E+01; 1.80E+03; 3.11E+02; 2.16E+01; 2.13E+01; 2.13E+01; 2.04E+01; 2.00E+01; 2.03E+01; 2.05E+01; 2.16E+01; 2.13E+01; 2.13E+01; 2.11E+01; 2.00E+01; 2.06E+01; 2.05E+01; 2.16E+01; 2.13E+01; 2.13E+01; 2.10E+01; 2.00E+01; 2.06E+01; 2.05E+01; 2.16E+01; 2.14E+01; 2.13E+01; 2.13E+01; 2.00E+01; 2.08E+01; 2.06E+01; 8.06E-03; 7.82E-03; 6.12E-03; 2.81E-01; 8.36E-04; 1.10E-01; 2.29E-02; 1.30E+10; 3.44E+09; 1.01E+10; 7.48E+09; 1.42E+10; 5.28E+10; 1.05E+09; 2.88E+10; 5.94E+09; 1.66E+10; 1.17E+10; 3.68E+10; 8.28E+10; 1.36E+09; 3.34E+10; 6.50E+09; 1.71E+10; 1.32E+10; 3.98E+10; 9.40E+10; 1.41E+09; 7.77E+10; 1.16E+10; 3.39E+10; 2.11E+10; 8.69E+10; 1.90E+11; 1.91E+09; 1.51E+10; 2.14E+09; 4.83E+09; 4.18E+09; 1.79E+10; 3.92E+10; 2.37E+08; 1.32E+06; 5.81E+06; 9.89E+06; 3.34E+06; 2.53E+06; 1.47E+06; 2.29E+06; 1.82E+06; 6.79E+06; 1.07E+07; 6.75E+06; 3.62E+06; 2.23E+06; 2.72E+06; 1.82E+06; 6.83E+06; 1.07E+07; 6.54E+06; 3.61E+06; 2.14E+06; 2.71E+06; 2.24E+06; 7.82E+06; 1.19E+07; 8.57E+06; 5.29E+06; 3.03E+06; 3.31E+06; 2.66E+05; 5.38E+05; 5.47E+05; 1.04E+06; 6.93E+05; 4.13E+05; 2.62E+05; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.05E+06; 1.04E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.05E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.06E+06; 1.35E+03; 1.12E+03; 1.34E+03; 1.14E+03; 3.11E+03; 1.93E+03; 3.91E+03; 9.42E+06; 6.70E+06; 3.07E+07; 1.48E+07; 2.44E+07; 2.33E+07; 1.11E+08; 2.81E+07; 1.30E+07; 4.09E+07; 2.59E+07; 4.88E+07; 4.33E+07; 1.67E+08; 3.05E+07; 1.47E+07; 4.20E+07; 2.85E+07; 5.00E+07; 5.21E+07; 1.76E+08; 9.86E+07; 2.77E+07; 5.87E+07; 5.01E+07; 8.74E+07; 1.86E+08; 3.29E+08; 1.85E+07; 5.58E+06; 8.22E+06; 1.05E+07; 1.68E+07; 3.45E+07; 4.41E+07; 2.71E+11; 8.47E+12; 1.55E+13; 1.11E+13; 1.99E+13; 2.29E+13; 2.37E+10; 6.98E+12; 2.89E+13; 5.33E+13; 3.79E+13; 4.01E+13; 8.41E+13; 3.43E+10; 9.69E+12; 3.57E+13; 6.04E+13; 4.70E+13; 5.41E+13; 9.66E+13; 3.42E+10; 3.35E+13; 9.53E+13; 1.23E+14; 1.34E+14; 2.46E+14; 3.30E+14; 4.51E+10; 8.90E+12; 2.24E+13; 3.12E+13; 2.90E+13; 4.61E+13; 6.28E+13; 5.51E+09,BOUND,\begin{table}[p] \caption{CEC2013LSGO per-function detail (F1--F8): best / median / mean / worst / SD of the raw best ob
supplementary.tex,yes,2805,Per-Function Detail,yes,,descriptive_stats_cec2013lsgo_native.csv,25; 7; 1000; 905; 1.56E+08; 4.91E+08; 6.80E+08; 3.85E+08; 2.35E+08; 1.37E+08; 2.36E+08; 1.91E+08; 5.71E+08; 7.84E+08; 5.06E+08; 3.45E+08; 2.34E+08; 2.69E+08; 1.98E+08; 5.76E+08; 7.92E+08; 5.27E+08; 3.48E+08; 2.37E+08; 2.68E+08; 2.53E+08; 7.11E+08; 9.18E+08; 6.68E+08; 5.02E+08; 3.24E+08; 3.05E+08; 2.28E+07; 4.87E+07; 6.19E+07; 8.32E+07; 6.68E+07; 3.93E+07; 1.68E+07; 9.34E+07; 9.27E+07; 9.21E+07; 9.15E+07; 9.29E+07; 9.32E+07; 9.16E+07; 9.40E+07; 9.34E+07; 9.28E+07; 9.34E+07; 9.36E+07; 9.39E+07; 9.31E+07; 9.40E+07; 9.34E+07; 9.28E+07; 9.34E+07; 9.35E+07; 9.39E+07; 9.29E+07; 9.44E+07; 9.41E+07; 9.34E+07; 9.39E+07; 9.40E+07; 9.42E+07; 9.37E+07; 2.84E+05; 3.42E+05; 3.08E+05; 5.07E+05; 3.09E+05; 2.62E+05; 5.36E+05; 2.72E+08; 1.86E+08; 8.13E+08; 3.00E+08; 6.14E+08; 2.46E+10; 3.14E+08; 4.25E+08; 2.63E+08; 1.82E+09; 6.10E+08; 3.80E+09; 6.27E+10; 4.36E+08; 4.51E+08; 2.73E+08; 3.30E+09; 6.01E+08; 1.06E+10; 7.29E+10; 4.51E+08; 7.67E+08; 5.44E+08; 1.97E+10; 1.19E+09; 3.95E+10; 1.52E+11; 6.93E+08; 1.47E+08; 8.12E+07; 3.86E+09; 2.15E+08; 1.23E+10; 3.64E+10; 8.96E+07; 2.90E+08; 1.68E+07; 2.61E+09; 3.78E+08; 5.21E+03; 6.04E+09; 2.22E+05; 1.70E+09; 8.10E+07; 7.22E+09; 9.35E+08; 6.35E+03; 1.06E+10; 3.30E+05; 2.22E+09; 1.16E+08; 7.16E+09; 1.11E+09; 7.32E+03; 1.24E+10; 3.34E+05; 7.98E+09; 3.91E+08; 1.28E+10; 4.42E+09; 1.43E+04; 2.36E+10; 5.05E+05; 1.92E+09; 1.12E+08; 2.71E+09; 7.64E+08; 2.45E+03; 5.12E+09; 7.26E+04; 1.32E+09; 1.75E+08; 1.39E+09; 4.24E+08; 1.35E+09; 4.26E+09; 1.68E+09; 1.99E+09; 3.72E+08; 1.97E+09; 9.24E+08; 2.52E+09; 5.44E+09; 2.46E+09; 2.06E+09; 3.80E+08; 2.02E+09; 9.90E+08; 2.70E+09; 5.59E+09; 2.49E+09; 3.37E+09; 8.80E+08; 3.13E+09; 1.88E+09; 5.53E+09; 7.64E+09; 4.26E+09; 6.04E+08; 1.74E+08; 4.16E+08; 3.95E+08; 1.13E+09; 9.08E+08; 5.89E+08; 2.30E+09; 1.07E+08; 1.00E+10; 7.72E+08; 2.83E+10; 4.61E+10; 2.46E+08; 9.40E+09; 3.13E+08; 2.14E+10; 1.74E+09; 5.93E+10; 9.58E+10; 5.19E+08; 1.03E+10; 3.48E+08; 2.33E+10; 1.99E+09; 6.03E+10; 1.00E+11; 6.84E+08; 2.97E+10; 7.97E+08; 4.35E+10; 5.92E+09; 1.78E+11; 1.41E+11; 1.62E+09; 7.03E+09; 1.77E+08; 8.34E+09; 1.11E+09; 3.08E+10; 2.61E+10; 4.26E+08; 3.54E+06; 4.28E+06; 6.87E+06; 9.79E+06; 1.75E+06; 5.28E+06; 8.19E+06; 4.19E+06; 5.60E+06; 1.16E+07; 1.23E+07; 2.15E+06; 6.69E+06; 1.87E+07; 4.62E+06; 5.82E+06; 1.22E+07; 1.28E+07; 2.24E+06; 6.91E+06; 1.85E+07; 9.26E+06; 8.04E+06; 2.12E+07; 2.17E+07; 3.26E+06; 9.00E+06; 2.51E+07; 1.17E+06; 9.46E+05; 3.46E+06; 2.34E+06; 3.76E+05; 9.91E+05; 3.79E+06,25; 1000; 905; 1.56E+08; 4.91E+08; 6.80E+08; 3.85E+08; 2.35E+08; 1.37E+08; 2.36E+08; 1.91E+08; 5.71E+08; 7.84E+08; 5.06E+08; 3.45E+08; 2.34E+08; 2.69E+08; 1.98E+08; 5.76E+08; 7.92E+08; 5.27E+08; 3.48E+08; 2.37E+08; 2.68E+08; 2.53E+08; 7.11E+08; 9.18E+08; 6.68E+08; 5.02E+08; 3.24E+08; 3.05E+08; 2.28E+07; 4.87E+07; 6.19E+07; 8.32E+07; 6.68E+07; 3.93E+07; 1.68E+07; 9.34E+07; 9.27E+07; 9.21E+07; 9.15E+07; 9.29E+07; 9.32E+07; 9.16E+07; 9.40E+07; 9.34E+07; 9.28E+07; 9.34E+07; 9.36E+07; 9.39E+07; 9.31E+07; 9.40E+07; 9.34E+07; 9.28E+07; 9.34E+07; 9.35E+07; 9.39E+07; 9.29E+07; 9.44E+07; 9.41E+07; 9.34E+07; 9.39E+07; 9.40E+07; 9.42E+07; 9.37E+07; 2.84E+05; 3.42E+05; 3.08E+05; 5.07E+05; 3.09E+05; 2.62E+05; 5.36E+05; 2.72E+08; 1.86E+08; 8.13E+08; 3.00E+08; 6.14E+08; 2.46E+10; 3.14E+08; 4.25E+08; 2.63E+08; 1.82E+09; 6.10E+08; 3.80E+09; 6.27E+10; 4.36E+08; 4.51E+08; 2.73E+08; 3.30E+09; 6.01E+08; 1.06E+10; 7.29E+10; 4.51E+08; 7.67E+08; 5.44E+08; 1.97E+10; 1.19E+09; 3.95E+10; 1.52E+11; 6.93E+08; 1.47E+08; 8.12E+07; 3.86E+09; 2.15E+08; 1.23E+10; 3.64E+10; 8.96E+07; 2.90E+08; 1.68E+07; 2.61E+09; 3.78E+08; 5.21E+03; 6.04E+09; 2.22E+05; 1.70E+09; 8.10E+07; 7.22E+09; 9.35E+08; 6.35E+03; 1.06E+10; 3.30E+05; 2.22E+09; 1.16E+08; 7.16E+09; 1.11E+09; 7.32E+03; 1.24E+10; 3.34E+05; 7.98E+09; 3.91E+08; 1.28E+10; 4.42E+09; 1.43E+04; 2.36E+10; 5.05E+05; 1.92E+09; 1.12E+08; 2.71E+09; 7.64E+08; 2.45E+03; 5.12E+09; 7.26E+04; 1.32E+09; 1.75E+08; 1.39E+09; 4.24E+08; 1.35E+09; 4.26E+09; 1.68E+09; 1.99E+09; 3.72E+08; 1.97E+09; 9.24E+08; 2.52E+09; 5.44E+09; 2.46E+09; 2.06E+09; 3.80E+08; 2.02E+09; 9.90E+08; 2.70E+09; 5.59E+09; 2.49E+09; 3.37E+09; 8.80E+08; 3.13E+09; 1.88E+09; 5.53E+09; 7.64E+09; 4.26E+09; 6.04E+08; 1.74E+08; 4.16E+08; 3.95E+08; 1.13E+09; 9.08E+08; 5.89E+08; 2.30E+09; 1.07E+08; 1.00E+10; 7.72E+08; 2.83E+10; 4.61E+10; 2.46E+08; 9.40E+09; 3.13E+08; 2.14E+10; 1.74E+09; 5.93E+10; 9.58E+10; 5.19E+08; 1.03E+10; 3.48E+08; 2.33E+10; 1.99E+09; 6.03E+10; 1.00E+11; 6.84E+08; 2.97E+10; 7.97E+08; 4.35E+10; 5.92E+09; 1.78E+11; 1.41E+11; 1.62E+09; 7.03E+09; 1.77E+08; 8.34E+09; 1.11E+09; 3.08E+10; 2.61E+10; 4.26E+08; 3.54E+06; 4.28E+06; 6.87E+06; 9.79E+06; 1.75E+06; 5.28E+06; 8.19E+06; 4.19E+06; 5.60E+06; 1.16E+07; 1.23E+07; 2.15E+06; 6.69E+06; 1.87E+07; 4.62E+06; 5.82E+06; 1.22E+07; 1.28E+07; 2.24E+06; 6.91E+06; 1.85E+07; 9.26E+06; 8.04E+06; 2.12E+07; 2.17E+07; 3.26E+06; 9.00E+06; 2.51E+07; 1.17E+06; 9.46E+05; 3.46E+06; 2.34E+06; 3.76E+05; 9.91E+05; 3.79E+06,BOUND,\begin{table}[p] \caption{CEC2013LSGO per-function detail (F9--F15): best / median / mean / worst / SD of the raw best o
supplementary.tex,yes,2879,CEC2020 Bound-Constrained Suite,yes,RS-12,RS-12; addendum Sections 2 and 12; signing commit 5c9bfae82,10; 5; 10; 15; 20; 5; 38; 30; 5; 10; 4; 10; 6; 3; 10; 6; 10; 7; 5; 10; 15; 20; 10; 20240620,15; 20; 38; 15; 20; 20240620,BOUND,\noindent CEC2020 is reported as a pre-registered confirmatory suite: the statistical analysis plan for it was committed
supplementary.tex,yes,2903,CEC2020 Bound-Constrained Suite,yes,,addendum Sections 3 and 10 (pre-committed adjacency disclosure),20,20,BOUND,"\paragraph{Declared adjacency.} AGSK was the runner-up of the CEC2020 competition~\cite{apgsk2021}, and the CEC2020 AGSK"
supplementary.tex,yes,2913,CEC2020 Bound-Constrained Suite,yes,,decision_log.md D-0024 (base entry + four dated extensions),5; 9,,BOUND,"\paragraph{Interim-inspection ledger.} Every inspection of CEC2020 data during the campaign is disclosed, with its exact"
supplementary.tex,yes,2931,Descriptive Standing,yes,,outcome sentence = [AGSK first] variant; pre-committed in addendum; AN-PW-2020-D5..D20 (wilcoxon_holm_cec2020_{5; 10; 15; 20}.csv:,20; 2.0875; 4.1125; 15; 20; 20,20; 2.0875; 4.1125; 15; 20; 20,BOUND,On AGSK's strongest suite --- the CEC2020 competition in which it was the runner-up~\cite{apgsk2021} --- \dtgsk{} places
supplementary.tex,yes,2954,Descriptive Standing,yes,,AN-OMNI-2020-D5..D20 + AN-RANKAGG-2020-OVERALL,5; 8; 10; 5; 5; 10; 4; 10; 6; 3; 10; 6; 10; 7; 5; 10; 15; 20; 5; 10; 15; 20; 5.6250; 6.2000; 5.5000; 4.5000; 5.4562; 6; 2.7500; 1.9000; 2.1000; 1.6000; 2.0875; 1; 2.3750; 3.0000; 3.5000; 3.5000; 3.0938; 3; 2.7500; 2.2000; 2.3000; 2.0000; 2.3125; 2; 5.3750; 5.2000; 5.6000; 5.8000; 5.4938; 7; 4.8750; 5.4000; 5.5000; 6.0000; 5.4437; 5; 4.2500; 4.1000; 3.5000; 4.6000; 4.1125; 4,15; 20; 15; 20; 5.6250; 6.2000; 5.5000; 4.5000; 5.4562; 2.7500; 1.9000; 2.1000; 1.6000; 2.0875; 2.3750; 3.0000; 3.5000; 3.5000; 3.0938; 2.7500; 2.2000; 2.3000; 2.0000; 2.3125; 5.3750; 5.2000; 5.6000; 5.8000; 5.4938; 4.8750; 5.4000; 5.5000; 6.0000; 5.4437; 4.2500; 4.1000; 3.5000; 4.6000; 4.1125,BOUND,\begin{table}[H] \caption{CEC2020 tie-corrected Friedman mean ranks per dimension and the descriptive across-dimension a
supplementary.tex,yes,2988,Omnibus Tests by Dimension,yes,,AN-OMNI-2020-D5..D20 (friedman_ranks_cec2020_{5; 10; 15; 20}.csv),"100,000","100,000",BOUND,Table~\ref{tab:supp:cec2020:omnibus} reports the registered omnibus family per dimension: tie-corrected Friedman with Im
